gameDate,weekDay,homeTeam,homeTeamEdition,homeTeamHex,awayTeam,awayTeamEdition,awayTeamHex
03/18/2024,Monday,Philadelphia 76ers,Icon Edition,#1A428A,Miami Heat,Statement Edition,#8a2432
03/18/2024,Monday,Chicago Bulls,Association Edition,#ffffff,Portland Trail Blazers,City Edition,#000000
03/18/2024,Monday,Utah Jazz,Statement Edition,#000000,Minnesota Timberwolves,Association Edition,#ffffff
03/18/2024,Monday,Golden State Warriors,Association Edition,#ffffff,New York Knicks,Icon Edition,#1a428a
03/18/2024,Monday,Sacramento Kings,City Edition,#1A428A,Memphis Grizzlies,Association Edition,#ffffff
03/18/2024,Monday,Los Angeles Lakers,Icon Edition,#ffc629,Atlanta Hawks,Statement Edition,#000000
03/19/2024,Tuesday,Orlando Magic,Icon Edition,#000000,Charlotte Hornets,City Edition,#00758D
03/19/2024,Tuesday,Washington Wizards,City Edition,#000000,Houston Rockets,Association Edition,#ffffff
03/19/2024,Tuesday,Brooklyn Nets,Association Edition,#ffffff,New Orleans Pelicans,Icon Edition,#0a2240
03/19/2024,Tuesday,San Antonio Spurs,City Edition,#ffffff,Dallas Mavericks,Icon Edition,#005fae
03/19/2024,Tuesday,Minnesota Timberwolves,Classic Edition,#ffffff,Denver Nuggets,Statement Edition,#1a428a
03/20/2024,Wednesday,Cleveland Cavaliers,Statement Edition,#000000,Miami Heat,Association Edition,#ffffff
03/20/2024,Wednesday,Detroit Pistons,City Edition,#000000,Indiana Pacers,Statement Edition,#ffc629
03/20/2024,Wednesday,Boston Celtics,Statement Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
03/20/2024,Wednesday,Toronto Raptors,Icon Edition,#ce0e2d,Sacramento Kings,Icon Edition,#000000
03/20/2024,Wednesday,Oklahoma City Thunder,Icon Edition,#0071ce,Utah Jazz,Statement Edition,#000000
03/20/2024,Wednesday,Golden State Warriors,City Edition,#000000,Memphis Grizzlies,Association Edition,#ffffff
03/20/2024,Wednesday,Phoenix Suns,Association Edition,#ffffff,Philadelphia 76ers,Icon Edition,#1A428A
03/20/2024,Wednesday,Portland Trail Blazers,City Edition,#000000,LA Clippers,Association Edition,#ffffff
03/21/2024,Thursday,Orlando Magic,City Edition,#0A2240,New Orleans Pelicans,Statement Edition,#CE0E2D
03/21/2024,Thursday,Washington Wizards,Association Edition,#ffffff,Sacramento Kings,Icon Edition,#000000
03/21/2024,Thursday,Houston Rockets,Icon Edition,#ce0e2d,Chicago Bulls,Statement Edition,#000000
03/21/2024,Thursday,Milwaukee Bucks,City Edition,#005FAE,Brooklyn Nets,Association Edition,#ffffff
03/21/2024,Thursday,Dallas Mavericks,City Edition,#000000,Utah Jazz,Association Edition,#ffffff
03/21/2024,Thursday,Denver Nuggets,Association Edition,#ffffff,New York Knicks,Icon Edition,#1a428a
03/21/2024,Thursday,Phoenix Suns,Icon Edition,#201747,Atlanta Hawks,Association Edition,#ffffff
03/22/2024,Friday,Detroit Pistons,City Edition,#000000,Boston Celtics,Icon Edition,#007934
03/22/2024,Friday,Toronto Raptors,Statement Edition,#000000,Oklahoma City Thunder,Association Edition,#ffffff
03/22/2024,Friday,Miami Heat,Association Edition,#ffffff,New Orleans Pelicans,Icon Edition,#0a2240
03/22/2024,Friday,Minnesota Timberwolves,City Edition,#236092,Cleveland Cavaliers,Association Edition,#ffffff
03/22/2024,Friday,San Antonio Spurs,Association Edition,#ffffff,Memphis Grizzlies,Icon Edition,#0a2240
03/22/2024,Friday,Golden State Warriors,City Edition,#000000,Indiana Pacers,Statement Edition,#ffc629
03/22/2024,Friday,Portland Trail Blazers,Association Edition,#ffffff,LA Clippers,Statement Edition,#000000
03/22/2024,Friday,Los Angeles Lakers,Statement Edition,#592c82,Philadelphia 76ers,Association Edition,#ffffff
03/23/2024,Saturday,New York Knicks,City Edition,#1A428A,Brooklyn Nets,Association Edition,#ffffff
03/23/2024,Saturday,Orlando Magic,Classic Edition,#005FAE,Sacramento Kings,Association Edition,#ffffff
03/23/2024,Saturday,Atlanta Hawks,Association Edition,#ffffff,Charlotte Hornets,City Edition,#00758D
03/23/2024,Saturday,Washington Wizards,Statement Edition,#0a2240,Toronto Raptors,Association Edition,#ffffff
03/23/2024,Saturday,Chicago Bulls,Association Edition,#ffffff,Boston Celtics,Statement Edition,#000000
03/23/2024,Saturday,Houston Rockets,City Edition,#ffffff,Utah Jazz,Statement Edition,#000000
03/23/2024,Saturday,San Antonio Spurs,Icon Edition,#000000,Phoenix Suns,Association Edition,#ffffff
03/23/2024,Saturday,Portland Trail Blazers,Statement Edition,#ce0e2d,Denver Nuggets,Statement Edition,#1a428a
03/24/2024,Sunday,Detroit Pistons,Association Edition,#ffffff,New Orleans Pelicans,Statement Edition,#CE0E2D
03/24/2024,Sunday,LA Clippers,City Edition,#0A2240,Philadelphia 76ers,Association Edition,#ffffff
03/24/2024,Sunday,Miami Heat,Icon Edition,#000000,Cleveland Cavaliers,Association Edition,#ffffff
03/24/2024,Sunday,Milwaukee Bucks,Icon Edition,#295135,Oklahoma City Thunder,Association Edition,#ffffff
03/24/2024,Sunday,Minnesota Timberwolves,Statement Edition,#373a36,Golden State Warriors,Association Edition,#ffffff
03/24/2024,Sunday,Los Angeles Lakers,Association Edition,#ffffff,Indiana Pacers,Icon Edition,#0a2240
03/25/2024,Monday,Cleveland Cavaliers,Icon Edition,#72253d,Charlotte Hornets,Association Edition,#ffffff
03/25/2024,Monday,Atlanta Hawks,City Edition,#000000,Boston Celtics,Icon Edition,#007934
03/25/2024,Monday,New York Knicks,Association Edition,#ffffff,Detroit Pistons,Statement Edition,#1d252c
03/25/2024,Monday,Toronto Raptors,Association Edition,#ffffff,Brooklyn Nets,City Edition,#000000
03/25/2024,Monday,Chicago Bulls,Statement Edition,#000000,Washington Wizards,Association Edition,#ffffff
03/25/2024,Monday,Houston Rockets,Icon Edition,#ce0e2d,Portland Trail Blazers,Icon Edition,#000000
03/25/2024,Monday,San Antonio Spurs,City Edition,#ffffff,Phoenix Suns,City Edition,#1D1934
03/25/2024,Monday,Denver Nuggets,Icon Edition,#0a2240,Memphis Grizzlies,Statement Edition,#7c9ac0
03/25/2024,Monday,Utah Jazz,City Edition,#592C82,Dallas Mavericks,Association Edition,#ffffff
03/25/2024,Monday,Sacramento Kings,Icon Edition,#000000,Philadelphia 76ers,Association Edition,#ffffff
03/25/2024,Monday,LA Clippers,Icon Edition,#1a428a,Indiana Pacers,Statement Edition,#ffc629
03/26/2024,Tuesday,Miami Heat,City Edition,#000000,Golden State Warriors,Association Edition,#ffffff
03/26/2024,Tuesday,Milwaukee Bucks,Statement Edition,#000000,Los Angeles Lakers,Icon Edition,#ffc629
03/26/2024,Tuesday,New Orleans Pelicans,City Edition,#000000,Oklahoma City Thunder,Association Edition,#ffffff
03/26/2024,Tuesday,Sacramento Kings,Statement Edition,#592C82,Dallas Mavericks,Association Edition,#ffffff
03/27/2024,Wednesday,Charlotte Hornets,City Edition,#00758D,Cleveland Cavaliers,Statement Edition,#000000
03/27/2024,Wednesday,Orlando Magic,Statement Edition,#0055b8,Golden State Warriors,Association Edition,#ffffff
03/27/2024,Wednesday,Washington Wizards,Icon Edition,#ce0e2d,Brooklyn Nets,City Edition,#000000
03/27/2024,Wednesday,Atlanta Hawks,Association Edition,#ffffff,Portland Trail Blazers,Icon Edition,#000000
03/27/2024,Wednesday,Philadelphia 76ers,City Edition,#0A2240,LA Clippers,Association Edition,#ffffff
03/27/2024,Wednesday,Toronto Raptors,Icon Edition,#ce0e2d,New York Knicks,Icon Edition,#1a428a
03/27/2024,Wednesday,Chicago Bulls,Association Edition,#ffffff,Indiana Pacers,Icon Edition,#0a2240
03/27/2024,Wednesday,Memphis Grizzlies,City Edition,#000000,Los Angeles Lakers,Icon Edition,#ffc629
03/27/2024,Wednesday,Minnesota Timberwolves,Association Edition,#ffffff,Detroit Pistons,Icon Edition,#1a428a
03/27/2024,Wednesday,Oklahoma City Thunder,Statement Edition,#ff4438,Houston Rockets,Statement Edition,#000000
03/27/2024,Wednesday,Utah Jazz,Statement Edition,#000000,San Antonio Spurs,Association Edition,#ffffff
03/27/2024,Wednesday,Denver Nuggets,City Edition,#000000,Phoenix Suns,Association Edition,#ffffff
03/28/2024,Thursday,Atlanta Hawks,Statement Edition,#000000,Boston Celtics,Icon Edition,#007934
03/28/2024,Thursday,New Orleans Pelicans,Association Edition,#ffffff,Milwaukee Bucks,Icon Edition,#295135
03/29/2024,Friday,Charlotte Hornets,City Edition,#00758D,Golden State Warriors,City Edition,#000000
03/29/2024,Friday,Indiana Pacers,Statement Edition,#ffc629,Los Angeles Lakers,Statement Edition,#592c82
03/29/2024,Friday,Orlando Magic,Classic Edition,#005FAE,LA Clippers,Association Edition,#ffffff
03/29/2024,Friday,Washington Wizards,Icon Edition,#ce0e2d,Detroit Pistons,Statement Edition,#1d252c
03/29/2024,Friday,Brooklyn Nets,Statement Edition,#000000,Chicago Bulls,Icon Edition,#ce0e2d
03/29/2024,Friday,Cleveland Cavaliers,Association Edition,#ffffff,Philadelphia 76ers,Icon Edition,#1A428A
03/29/2024,Friday,Miami Heat,Association Edition,#ffffff,Portland Trail Blazers,Statement Edition,#ce0e2d
03/29/2024,Friday,Oklahoma City Thunder,Statement Edition,#ff4438,Phoenix Suns,Statement Edition,#000000
03/29/2024,Friday,San Antonio Spurs,Icon Edition,#000000,New York Knicks,Association Edition,#ffffff
03/29/2024,Friday,Denver Nuggets,Statement Edition,#1a428a,Minnesota Timberwolves,Classic Edition,#ffffff
03/29/2024,Friday,Utah Jazz,Association Edition,#ffffff,Houston Rockets,Icon Edition,#ce0e2d
03/29/2024,Friday,Sacramento Kings,Association Edition,#ffffff,Dallas Mavericks,Statement Edition,#0a2240
03/30/2024,Saturday,New Orleans Pelicans,Statement Edition,#CE0E2D,Boston Celtics,Statement Edition,#000000
03/30/2024,Saturday,Orlando Magic,Classic Edition,#005FAE,Memphis Grizzlies,Association Edition,#ffffff
03/30/2024,Saturday,Atlanta Hawks,City Edition,#000000,Milwaukee Bucks,Association Edition,#ffffff
03/31/2024,Sunday,Denver Nuggets,Icon Edition,#0a2240,Cleveland Cavaliers,Association Edition,#ffffff
03/31/2024,Sunday,Brooklyn Nets,Icon Edition,#000000,Los Angeles Lakers,Association Edition,#ffffff
03/31/2024,Sunday,Charlotte Hornets,Icon Edition,#00758d,LA Clippers,Statement Edition,#000000
03/31/2024,Sunday,Toronto Raptors,Icon Edition,#ce0e2d,Philadelphia 76ers,Icon Edition,#1A428A
03/31/2024,Sunday,Washington Wizards,Statement Edition,#0a2240,Miami Heat,Association Edition,#ffffff
03/31/2024,Sunday,New York Knicks,City Edition,#1A428A,Oklahoma City Thunder,Statement Edition,#ff4438
03/31/2024,Sunday,Houston Rockets,City Edition,#ffffff,Dallas Mavericks,Statement Edition,#0a2240
03/31/2024,Sunday,Minnesota Timberwolves,Classic Edition,#ffffff,Chicago Bulls,Icon Edition,#ce0e2d
03/31/2024,Sunday,San Antonio Spurs,City Edition,#ffffff,Golden State Warriors,City Edition,#000000
03/31/2024,Sunday,Sacramento Kings,Statement Edition,#592C82,Utah Jazz,Association Edition,#ffffff
04/01/2024,Monday,Charlotte Hornets,Classic Edition,#00758D,Boston Celtics,Statement Edition,#000000
04/01/2024,Monday,Detroit Pistons,City Edition,#000000,Memphis Grizzlies,Statement Edition,#7c9ac0
04/01/2024,Monday,Indiana Pacers,Icon Edition,#0a2240,Brooklyn Nets,Association Edition,#ffffff
04/01/2024,Monday,Orlando Magic,Statement Edition,#0055b8,Portland Trail Blazers,Statement Edition,#ce0e2d
04/01/2024,Monday,Chicago Bulls,City Edition,#000000,Atlanta Hawks,Icon Edition,#ce0e2d
04/01/2024,Monday,New Orleans Pelicans,Statement Edition,#CE0E2D,Phoenix Suns,Statement Edition,#000000
04/02/2024,Tuesday,Philadelphia 76ers,Icon Edition,#1A428A,Oklahoma City Thunder,Statement Edition,#ff4438
04/02/2024,Tuesday,Toronto Raptors,City Edition,#BC955C,Los Angeles Lakers,City Edition,#000000
04/02/2024,Tuesday,Washington Wizards,Association Edition,#ffffff,Milwaukee Bucks,Icon Edition,#295135
04/02/2024,Tuesday,Miami Heat,City Edition,#000000,New York Knicks,Association Edition,#ffffff
04/02/2024,Tuesday,Golden State Warriors,Icon Edition,#1a428a,Dallas Mavericks,Association Edition,#ffffff
04/02/2024,Tuesday,Minnesota Timberwolves,Statement Edition,#373a36,Houston Rockets,Association Edition,#ffffff
04/02/2024,Tuesday,Denver Nuggets,Association Edition,#ffffff,San Antonio Spurs,Icon Edition,#000000
04/02/2024,Tuesday,Utah Jazz,Association Edition,#ffffff,Cleveland Cavaliers,Icon Edition,#72253d
04/02/2024,Tuesday,Sacramento Kings,Icon Edition,#000000,LA Clippers,Association Edition,#ffffff
04/03/2024,Wednesday,Charlotte Hornets,Association Edition,#ffffff,Portland Trail Blazers,Icon Edition,#000000
04/03/2024,Wednesday,Washington Wizards,Statement Edition,#0a2240,Los Angeles Lakers,Icon Edition,#ffc629
04/03/2024,Wednesday,Atlanta Hawks,Association Edition,#ffffff,Detroit Pistons,Statement Edition,#1d252c
04/03/2024,Wednesday,Boston Celtics,Association Edition,#ffffff,Oklahoma City Thunder,Statement Edition,#ff4438
04/03/2024,Wednesday,Brooklyn Nets,City Edition,#000000,Indiana Pacers,Association Edition,#ffffff
04/03/2024,Wednesday,Milwaukee Bucks,Icon Edition,#295135,Memphis Grizzlies,Association Edition,#ffffff
04/03/2024,Wednesday,Minnesota Timberwolves,Association Edition,#ffffff,Toronto Raptors,Statement Edition,#000000
04/03/2024,Wednesday,New Orleans Pelicans,Icon Edition,#0a2240,Orlando Magic,Association Edition,#ffffff
04/03/2024,Wednesday,Phoenix Suns,Statement Edition,#000000,Cleveland Cavaliers,Association Edition,#ffffff
04/04/2024,Thursday,Miami Heat,City Edition,#000000,Philadelphia 76ers,Association Edition,#ffffff
04/04/2024,Thursday,New York Knicks,Statement Edition,#0a2240,Sacramento Kings,Association Edition,#ffffff
04/04/2024,Thursday,Houston Rockets,City Edition,#ffffff,Golden State Warriors,Icon Edition,#1a428a
04/04/2024,Thursday,LA Clippers,Association Edition,#ffffff,Denver Nuggets,Icon Edition,#0a2240
04/04/2024,Thursday,Dallas Mavericks,Icon Edition,#005fae,Atlanta Hawks,Association Edition,#ffffff
04/05/2024,Friday,Phoenix Suns,Association Edition,#ffffff,Minnesota Timberwolves,Icon Edition,#0a2240
04/05/2024,Friday,LA Clippers,Icon Edition,#1a428a,Utah Jazz,Association Edition,#ffffff
04/05/2024,Friday,Charlotte Hornets,Icon Edition,#00758d,Orlando Magic,Icon Edition,#000000
04/05/2024,Friday,Indiana Pacers,City Edition,#000000,Oklahoma City Thunder,Statement Edition,#ff4438
04/05/2024,Friday,Washington Wizards,City Edition,#000000,Portland Trail Blazers,Statement Edition,#ce0e2d
04/05/2024,Friday,Boston Celtics,Icon Edition,#007934,Sacramento Kings,Icon Edition,#000000
04/05/2024,Friday,Chicago Bulls,Statement Edition,#000000,New York Knicks,Association Edition,#ffffff
04/05/2024,Friday,Houston Rockets,City Edition,#ffffff,Miami Heat,Icon Edition,#000000
04/05/2024,Friday,Memphis Grizzlies,Icon Edition,#0a2240,Detroit Pistons,Association Edition,#ffffff
04/05/2024,Friday,Milwaukee Bucks,Association Edition,#ffffff,Toronto Raptors,Statement Edition,#000000
04/05/2024,Friday,New Orleans Pelicans,City Edition,#000000,San Antonio Spurs,City Edition,#ffffff
04/05/2024,Friday,Dallas Mavericks,Statement Edition,#0a2240,Golden State Warriors,Association Edition,#ffffff
04/06/2024,Saturday,Los Angeles Lakers,Association Edition,#ffffff,Cleveland Cavaliers,Icon Edition,#72253d
04/06/2024,Saturday,Brooklyn Nets,City Edition,#000000,Detroit Pistons,Association Edition,#ffffff
04/06/2024,Saturday,Memphis Grizzlies,Association Edition,#ffffff,Philadelphia 76ers,Icon Edition,#1A428A
04/06/2024,Saturday,Denver Nuggets,Statement Edition,#1a428a,Atlanta Hawks,Association Edition,#ffffff
04/07/2024,Sunday,Dallas Mavericks,Association Edition,#ffffff,Houston Rockets,Icon Edition,#ce0e2d
04/07/2024,Sunday,LA Clippers,Association Edition,#ffffff,Cleveland Cavaliers,Icon Edition,#72253d
04/07/2024,Sunday,Indiana Pacers,City Edition,#000000,Miami Heat,Association Edition,#ffffff
04/07/2024,Sunday,Boston Celtics,City Edition,#EDE9E3,Portland Trail Blazers,Icon Edition,#000000
04/07/2024,Sunday,Charlotte Hornets,City Edition,#00758D,Oklahoma City Thunder,Statement Edition,#ff4438
04/07/2024,Sunday,Orlando Magic,City Edition,#0A2240,Chicago Bulls,Icon Edition,#ce0e2d
04/07/2024,Sunday,Toronto Raptors,City Edition,#BC955C,Washington Wizards,City Edition,#000000
04/07/2024,Sunday,Phoenix Suns,Icon Edition,#201747,New Orleans Pelicans,Association Edition,#ffffff
04/07/2024,Sunday,Milwaukee Bucks,Statement Edition,#000000,New York Knicks,Association Edition,#ffffff
04/07/2024,Sunday,San Antonio Spurs,Statement Edition,#000000,Philadelphia 76ers,Association Edition,#ffffff
04/07/2024,Sunday,Brooklyn Nets,City Edition,#000000,Sacramento Kings,Association Edition,#ffffff
04/07/2024,Sunday,Golden State Warriors,Statement Edition,#272e53,Utah Jazz,Association Edition,#ffffff
04/07/2024,Sunday,Los Angeles Lakers,Association Edition,#ffffff,Minnesota Timberwolves,Statement Edition,#373a36
04/09/2024,Tuesday,Charlotte Hornets,City Edition,#00758D,Dallas Mavericks,Association Edition,#ffffff
04/09/2024,Tuesday,Philadelphia 76ers,City Edition,#0A2240,Detroit Pistons,Association Edition,#ffffff
04/09/2024,Tuesday,Toronto Raptors,Association Edition,#ffffff,Indiana Pacers,Icon Edition,#0a2240
04/09/2024,Tuesday,Atlanta Hawks,Statement Edition,#000000,Miami Heat,Association Edition,#ffffff
04/09/2024,Tuesday,Milwaukee Bucks,Statement Edition,#000000,Boston Celtics,Icon Edition,#007934
04/09/2024,Tuesday,Chicago Bulls,Association Edition,#ffffff,New York Knicks,Icon Edition,#1a428a
04/09/2024,Tuesday,Houston Rockets,City Edition,#ffffff,Orlando Magic,Classic Edition,#005FAE
04/09/2024,Tuesday,Memphis Grizzlies,Statement Edition,#7c9ac0,San Antonio Spurs,Icon Edition,#000000
04/09/2024,Tuesday,Minnesota Timberwolves,City Edition,#236092,Washington Wizards,City Edition,#000000
04/09/2024,Tuesday,Oklahoma City Thunder,Icon Edition,#0071ce,Sacramento Kings,Icon Edition,#000000
04/09/2024,Tuesday,Utah Jazz,Statement Edition,#000000,Denver Nuggets,Association Edition,#ffffff
04/09/2024,Tuesday,Los Angeles Lakers,Icon Edition,#ffc629,Golden State Warriors,Statement Edition,#272e53
04/09/2024,Tuesday,Phoenix Suns,Icon Edition,#201747,LA Clippers,Association Edition,#ffffff
04/09/2024,Tuesday,Portland Trail Blazers,Icon Edition,#000000,New Orleans Pelicans,Statement Edition,#CE0E2D
04/10/2024,Wednesday,Cleveland Cavaliers,Statement Edition,#000000,Memphis Grizzlies,Association Edition,#ffffff
04/10/2024,Wednesday,Atlanta Hawks,Icon Edition,#ce0e2d,Charlotte Hornets,Association Edition,#ffffff
04/10/2024,Wednesday,Brooklyn Nets,Icon Edition,#000000,Toronto Raptors,Icon Edition,#ce0e2d
04/10/2024,Wednesday,Miami Heat,City Edition,#000000,Dallas Mavericks,Association Edition,#ffffff
04/10/2024,Wednesday,Milwaukee Bucks,Icon Edition,#295135,Orlando Magic,Association Edition,#ffffff
04/10/2024,Wednesday,Oklahoma City Thunder,Icon Edition,#0071ce,San Antonio Spurs,Statement Edition,#000000
04/10/2024,Wednesday,Denver Nuggets,Icon Edition,#0a2240,Minnesota Timberwolves,Association Edition,#ffffff
04/10/2024,Wednesday,LA Clippers,Statement Edition,#000000,Phoenix Suns,Association Edition,#ffffff
04/11/2024,Thursday,Detroit Pistons,Icon Edition,#1a428a,Chicago Bulls,Icon Edition,#ce0e2d
04/11/2024,Thursday,Boston Celtics,Association Edition,#ffffff,New York Knicks,Icon Edition,#1a428a
04/11/2024,Thursday,Utah Jazz,Classic Edition,#582C5F,Houston Rockets,Association Edition,#ffffff
04/11/2024,Thursday,Portland Trail Blazers,Association Edition,#ffffff,Golden State Warriors,Icon Edition,#1a428a
04/11/2024,Thursday,Sacramento Kings,Icon Edition,#000000,New Orleans Pelicans,Statement Edition,#CE0E2D
04/12/2024,Friday,Philadelphia 76ers,Statement Edition,#ce0e2d,Orlando Magic,Classic Edition,#005FAE
04/12/2024,Friday,Washington Wizards,City Edition,#000000,Chicago Bulls,Icon Edition,#ce0e2d
04/12/2024,Friday,Boston Celtics,Icon Edition,#007934,Charlotte Hornets,Association Edition,#ffffff
04/12/2024,Friday,Cleveland Cavaliers,Icon Edition,#72253d,Indiana Pacers,Statement Edition,#ffc629
04/12/2024,Friday,New York Knicks,Statement Edition,#0a2240,Brooklyn Nets,Association Edition,#ffffff
04/12/2024,Friday,Miami Heat,Association Edition,#ffffff,Toronto Raptors,Icon Edition,#ce0e2d
04/12/2024,Friday,Memphis Grizzlies,City Edition,#000000,Los Angeles Lakers,Icon Edition,#ffc629
04/12/2024,Friday,Minnesota Timberwolves,City Edition,#236092,Atlanta Hawks,Association Edition,#ffffff
04/12/2024,Friday,Oklahoma City Thunder,Association Edition,#ffffff,Milwaukee Bucks,Icon Edition,#295135
04/12/2024,Friday,San Antonio Spurs,Icon Edition,#000000,Denver Nuggets,Association Edition,#ffffff
04/12/2024,Friday,Dallas Mavericks,City Edition,#000000,Detroit Pistons,Association Edition,#ffffff
04/12/2024,Friday,Golden State Warriors,Statement Edition,#272e53,New Orleans Pelicans,Association Edition,#ffffff
04/12/2024,Friday,Portland Trail Blazers,City Edition,#000000,Houston Rockets,Icon Edition,#ce0e2d
04/12/2024,Friday,LA Clippers,Icon Edition,#1a428a,Utah Jazz,Association Edition,#ffffff
04/12/2024,Friday,Sacramento Kings,Statement Edition,#592C82,Phoenix Suns,Association Edition,#ffffff
04/14/2024,Sunday,Boston Celtics,City Edition,#EDE9E3,Washington Wizards,Statement Edition,#0a2240
04/14/2024,Sunday,Cleveland Cavaliers,Association Edition,#ffffff,Charlotte Hornets,Icon Edition,#00758d
04/14/2024,Sunday,Indiana Pacers,Statement Edition,#ffc629,Atlanta Hawks,Statement Edition,#000000
04/14/2024,Sunday,Miami Heat,Association Edition,#ffffff,Toronto Raptors,Statement Edition,#000000
04/14/2024,Sunday,New York Knicks,City Edition,#1A428A,Chicago Bulls,Icon Edition,#ce0e2d
04/14/2024,Sunday,Orlando Magic,Classic Edition,#005FAE,Milwaukee Bucks,Association Edition,#ffffff
04/14/2024,Sunday,Philadelphia 76ers,Association Edition,#ffffff,Brooklyn Nets,Statement Edition,#000000
04/14/2024,Sunday,Memphis Grizzlies,City Edition,#000000,Denver Nuggets,Association Edition,#ffffff
04/14/2024,Sunday,Minnesota Timberwolves,Classic Edition,#ffffff,Phoenix Suns,Icon Edition,#201747
04/14/2024,Sunday,New Orleans Pelicans,City Edition,#000000,Los Angeles Lakers,Association Edition,#ffffff
04/14/2024,Sunday,Oklahoma City Thunder,City Edition,#0A2240,Dallas Mavericks,Association Edition,#ffffff
04/14/2024,Sunday,San Antonio Spurs,Association Edition,#ffffff,Detroit Pistons,City Edition,#000000
04/14/2024,Sunday,Golden State Warriors,Association Edition,#ffffff,Utah Jazz,City Edition,#592C82
04/14/2024,Sunday,LA Clippers,Association Edition,#ffffff,Houston Rockets,Icon Edition,#ce0e2d
04/14/2024,Sunday,Sacramento Kings,City Edition,#1A428A,Portland Trail Blazers,Statement Edition,#ce0e2d
