gameDate,weekDay,homeTeam,homeTeamEdition,homeCombo,homeTeamBGColor,homeTeamColor,awayTeam,awayTeamEdition,awayCombo,awayTeamBGColor,awayTeamColor,courtMain,courtSecondary
01/8/2014,Thursday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
01/8/2014,Thursday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/8/2014,Thursday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
01/9/2014,Thursday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,,
01/9/2014,Thursday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
01/10/2014,Friday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
01/10/2014,Friday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
01/10/2014,Friday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/10/2014,Friday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
01/10/2014,Friday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/10/2014,Friday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
01/10/2014,Friday ,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,Miami Heat,Home,Miami Heat Home,#ffffff,,,
01/10/2014,Friday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/10/2014,Friday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
01/10/2014,Friday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
01/10/2014,Saturday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
01/10/2014,Saturday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
01/11/2014,Saturday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
01/11/2014,Saturday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
01/11/2014,Saturday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
01/11/2014,Saturday ,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,,
01/11/2014,Saturday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/11/2014,Saturday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/11/2014,Saturday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/11/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
01/11/2014,Sunday ,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,New York Knicks,Home,New York Knicks Home,#ffffff,,,
01/12/2014,Sunday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
01/12/2014,Sunday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
01/12/2014,Sunday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
01/13/2014,Monday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
01/13/2014,Monday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
01/13/2014,Monday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
01/13/2014,Monday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
01/13/2014,Monday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
01/13/2014,Monday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
01/13/2014,Tuesday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/14/2014,Tuesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
01/14/2014,Tuesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
01/14/2014,Tuesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
01/14/2014,Wednesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
01/15/2014,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
01/15/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
01/15/2014,Wednesday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
01/15/2014,Wednesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/15/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
01/15/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
01/15/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
01/15/2014,Wednesday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
01/15/2014,Wednesday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/15/2014,Wednesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
01/15/2014,Wednesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
01/15/2014,Thursday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
01/16/2014,Thursday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
01/16/2014,Thursday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
01/16/2014,Friday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
01/17/2014,Friday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/17/2014,Friday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
01/17/2014,Friday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/17/2014,Friday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
01/17/2014,Friday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
01/17/2014,Friday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
01/17/2014,Friday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
01/17/2014,Friday ,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,,
01/17/2014,Friday ,Phoenix Suns,Alternate,Phoenix Suns Alternate,#CB6014,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
01/17/2014,Friday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
01/17/2014,Saturday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
01/17/2014,Saturday ,Toronto Raptors,Hoops For Troops,Toronto Raptors Hoops For Troops,#3E441E,,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,,
01/18/2014,Saturday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
01/18/2014,Saturday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/18/2014,Saturday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
01/18/2014,Saturday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
01/18/2014,Saturday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
01/18/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
01/18/2014,Sunday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
01/18/2014,Sunday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
01/19/2014,Sunday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
01/19/2014,Sunday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
01/19/2014,Sunday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
01/19/2014,Sunday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/19/2014,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
01/20/2014,Monday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/20/2014,Monday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/20/2014,Monday ,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,Miami Heat,Home,Miami Heat Home,#ffffff,,,
01/20/2014,Monday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/20/2014,Monday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
01/20/2014,Monday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
01/20/2014,Monday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
01/20/2014,Monday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
01/20/2014,Monday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
01/20/2014,Tuesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
01/21/2014,Tuesday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
01/21/2014,Tuesday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
01/21/2014,Wednesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
01/21/2014,Wednesday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
01/21/2014,Wednesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
01/22/2014,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
01/22/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
01/22/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
01/22/2014,Wednesday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
01/22/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
01/22/2014,Wednesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
01/22/2014,Wednesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
01/22/2014,Wednesday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
01/22/2014,Thursday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
01/22/2014,Thursday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/23/2014,Thursday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
01/23/2014,Thursday ,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,,
01/24/2014,Friday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,,
01/24/2014,Friday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
01/24/2014,Friday ,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,,
01/24/2014,Friday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
01/24/2014,Friday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
01/24/2014,Friday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
01/24/2014,Friday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
01/24/2014,Friday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/24/2014,Friday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
01/24/2014,Friday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/24/2014,Saturday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
01/24/2014,Saturday ,Phoenix Suns,Alternate,Phoenix Suns Alternate,#CB6014,,Washington Wizards,Home,Washington Wizards Home,#ffffff,,,
01/24/2014,Saturday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/25/2014,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
01/25/2014,Saturday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/25/2014,Saturday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
01/25/2014,Saturday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
01/25/2014,Sunday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
01/25/2014,Sunday ,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,,
01/25/2014,Sunday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
01/25/2014,Sunday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
01/26/2014,Sunday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
01/26/2014,Sunday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
01/26/2014,Sunday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Portland Trail Blazers,Alternate,Portland Trail Blazers Alternate,#C8102E,,,
01/26/2014,Sunday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
01/26/2014,Sunday ,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,,
01/26/2014,Sunday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/26/2014,Sunday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Detroit Pistons,Alternate,Detroit Pistons Alternate,#051D42,,,
01/26/2014,Monday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
01/27/2014,Monday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
01/27/2014,Monday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
01/27/2014,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
01/27/2014,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
01/27/2014,Tuesday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/27/2014,Tuesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
01/28/2014,Tuesday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
01/28/2014,Tuesday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
01/28/2014,Tuesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
01/28/2014,Tuesday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
01/28/2014,Tuesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/28/2014,Tuesday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
01/28/2014,Tuesday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
01/29/2014,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/29/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Philadelphia 76ers,Away,Philadelphia 76ers Away,#D50132,,,
01/29/2014,Wednesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
01/29/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
01/29/2014,Wednesday ,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,,
01/29/2014,Wednesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
01/29/2014,Wednesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
01/29/2014,Thursday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
01/29/2014,Thursday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
01/29/2014,Thursday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
01/30/2014,Thursday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
01/30/2014,Thursday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
01/30/2014,Friday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
01/31/2014,Friday ,Orlando Magic,Away,Orlando Magic Away,#0257B7,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
01/31/2014,Friday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
01/31/2014,Friday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
01/31/2014,Friday ,Los Angeles Lakers,Hollywood Nights,Los Angeles Lakers Hollywood Nights,#000000,,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,,
01/31/2014,Friday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
01/31/2014,Friday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
01/31/2014,Friday ,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,,
01/31/2014,Friday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
02/1/2014,Saturday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
02/1/2014,Saturday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
02/1/2014,Saturday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
02/1/2014,Saturday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,,
02/1/2014,Saturday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
02/1/2014,Saturday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
